index,id,sentence,from,to,aspect,polarity
30,3049,The food was lousy -too sweet or too salty and the portions tiny.,51,59,portions,negative
31,1242,But the coconut rice was good.,8,20,coconut rice,positive
32,2211,And the Tom Kha soup was pathetic.,8,20,Tom Kha soup,negative
33,3343,The food now is inconsistent.,4,8,food,negative
34,2141,"Try the crunchy tuna, it is to die for.",8,20,crunchy tuna,positive
35,83,Reasonable prices.,11,17,prices,positive
36,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,18,25,service,positive
37,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,36,40,food,positive
38,3315,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,57,62,price,positive
39,1709,"Unfortunately, the food was NOT something to get worked up about.",19,23,food,negative
40,193,The food is great and reasonably priced.,4,8,food,positive
41,193,The food is great and reasonably priced.,33,39,priced,positive
42,1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",6,14,calzones,negative
43,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",21,32,turnip cake,negative
44,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",34,49,roast pork buns,negative
45,2105,"A few tips: skip the turnip cake, roast pork buns and egg custards.",54,66,egg custards,negative
46,2152,The bagels are fabulous.,4,10,bagels,positive
47,882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",10,18,ambiance,positive
48,882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",23,33,atmosphere,positive
49,882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",50,54,food,negative
50,882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",59,66,service,negative
51,1124,"Our waitress was sweet and accomodating, not overbearing.",4,12,waitress,positive
52,3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",33,37,fish,positive
53,3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",45,49,rice,positive
54,3020,"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",57,64,seaweed,positive
55,3170,"Good spreads, great beverage selections and bagels really tasty.",5,12,spreads,positive
56,3170,"Good spreads, great beverage selections and bagels really tasty.",20,39,beverage selections,positive
57,3170,"Good spreads, great beverage selections and bagels really tasty.",44,50,bagels,positive
58,2171,The food options rule.,4,16,food options,positive
59,2811,Consistently good Japanese Tapas.,18,32,Japanese Tapas,positive
60,339,The sushi was awful!,4,9,sushi,negative
61,776,The food was great.,4,8,food,positive
62,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,50,54,meal,positive
63,924,With the theater 2 blocks away we had a delicious meal in a beautiful room.,70,74,room,positive
64,1273,I love the fact that the pizza tastes so good and is so cheap.,25,30,pizza,positive
65,179,"Service was prompt, friendly and great.",0,7,Service,positive
66,109,"I haven't eat a lamb chop as delicious as that, the salads are really nice dressed with lemon and extra virgnin olive oil.",16,25,lamb chop,positive
67,109,"I haven't eat a lamb chop as delicious as that, the salads are really nice dressed with lemon and extra virgnin olive oil.",52,58,salads,positive
68,1057,Drawbacks: service is slow and they don't toast!,11,18,service,negative
69,2451,The prices were fantastic.,4,10,prices,positive
70,1548,"The food is terrible and overall, I would have to say avoid at all costs.",4,8,food,negative
71,134,The food is prepared quickly and efficiently.,4,8,food,positive
72,2708,"The food is fresh, delicious, and reasonably priced.",4,8,food,positive
73,2708,"The food is fresh, delicious, and reasonably priced.",45,51,priced,positive
74,3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",68,74,waiter,neutral
75,742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,4,22,outdoor atmosphere,positive
76,1471,"A large is $20, and toppings are about $3 each.",20,28,toppings,neutral
77,1656,The spicy tuna and salmon are the best we've ever had.,4,14,spicy tuna,positive
78,1656,The spicy tuna and salmon are the best we've ever had.,19,25,salmon,positive
79,3681,"The food was very good, a great deal, and the place its self was great.",4,8,food,positive
80,3681,"The food was very good, a great deal, and the place its self was great.",46,51,place,positive
81,2205,The food is usually good but it certainly isn't a relaxing place to go.,4,8,food,positive
82,2205,The food is usually good but it certainly isn't a relaxing place to go.,59,64,place,negative
83,1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",6,12,dinner,neutral
84,1159,"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",41,52,dance floor,positive
85,628,The server was really cool and served us our food and drinks with a smile.,4,10,server,positive
86,628,The server was really cool and served us our food and drinks with a smile.,31,37,served,positive
87,628,The server was really cool and served us our food and drinks with a smile.,45,49,food,neutral
88,628,The server was really cool and served us our food and drinks with a smile.,54,60,drinks,neutral
89,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",4,10,dishes,positive
90,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",62,75,lamb sausages,positive
91,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",77,99,sardines with biscuits,positive
92,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",101,119,large whole shrimp,positive
93,2912,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",135,154,pistachio ice cream,positive
94,3188,Went there for an office lunch.,18,30,office lunch,neutral
95,3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",76,82,dinner,neutral
0,3121,But the staff was so horrible to us.,8,13,staff,negative
1,2777,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",57,61,food,positive
2,1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",4,8,food,positive
3,1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",55,62,kitchen,positive
4,1634,"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",141,145,menu,neutral
5,2846,"Not only was the food outstanding, but the little 'perks' were great.",17,21,food,positive
6,2846,"Not only was the food outstanding, but the little 'perks' were great.",51,56,perks,positive
7,1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,27,62,orrechiete with sausage and chicken,positive
8,1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,76,83,waiters,positive
9,1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,152,157,meats,neutral
10,1458,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,113,117,dish,neutral
11,3161,"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",4,10,Bagels,positive
12,2391,Nevertheless the food itself is pretty good.,17,21,food,positive
13,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",41,46,toast,negative
14,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",18,28,mayonnaise,negative
15,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",126,131,bacon,negative
16,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",73,79,cheese,neutral
17,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",57,68,ingredients,negative
18,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",170,175,plate,neutral
19,296,"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",86,92,omelet,neutral
20,1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",82,88,drinks,neutral
21,1793,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",32,37,check,neutral
22,2200,The design and atmosphere is just as good.,4,10,design,positive
23,2200,The design and atmosphere is just as good.,15,25,atmosphere,positive
24,3195,He has visited Thailand and is quite expert on the cuisine.,51,58,cuisine,positive
25,3359,The pizza is the best if you like thin crusted pizza.,4,9,pizza,positive
26,3359,The pizza is the best if you like thin crusted pizza.,34,52,thin crusted pizza,neutral
27,3534,"All the money went into the interior decoration, none of it went to the chefs.",28,47,interior decoration,positive
28,3534,"All the money went into the interior decoration, none of it went to the chefs.",72,77,chefs,negative
29,1407,The seats are uncomfortable if you are sitting against the wall on wooden benches.,4,9,seats,negative
30,565,"I asked for seltzer with lime, no ice.",12,29,seltzer with lime,neutral
31,675,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",77,84,pickles,positive
32,675,"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",91,122,selection of meats and seafoods,positive
33,2227,My suggestion is to eat family style because you'll want to try the other dishes.,74,80,dishes,neutral
34,2227,My suggestion is to eat family style because you'll want to try the other dishes.,20,36,eat family style,positive
35,3367,"Best of all is the warm vibe, the owner is super friendly and service is fast.",24,28,vibe,positive
36,3367,"Best of all is the warm vibe, the owner is super friendly and service is fast.",34,39,owner,positive
37,3367,"Best of all is the warm vibe, the owner is super friendly and service is fast.",62,69,service,positive
38,2191,Faan's got a great concept but a little rough on the delivery.,53,61,delivery,negative
39,270,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",20,24,food,positive
40,270,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",38,48,atmosphere,positive
41,270,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",66,73,service,positive
42,638,"Great food at REASONABLE prices, makes for an evening that can't be beat!",6,10,food,positive
43,638,"Great food at REASONABLE prices, makes for an evening that can't be beat!",25,31,prices,positive
44,388,this little place has a cute interior decor and affordable city prices.,29,43,interior decor,positive
45,388,this little place has a cute interior decor and affordable city prices.,64,70,prices,positive
46,3373,Two words: Free wine.,16,20,wine,positive
47,425,The price is reasonable although the service is poor.,4,9,price,positive
48,425,The price is reasonable although the service is poor.,37,44,service,negative
49,3192,"The quantity is also very good, you will come out satisfied.",4,12,quantity,positive
50,391,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",118,123,sushi,neutral
51,391,"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",146,155,sushi bar,neutral
52,2384,The fried rice is amazing here.,4,14,fried rice,positive
53,2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",42,49,mussels,positive
54,2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",51,74,puff pastry goat cheese,positive
55,2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",79,110,salad with a delicious dressing,positive
56,2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",118,140,hanger steak au poivre,positive
57,2962,"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",6,13,courses,neutral
58,3404,it's a perfect place to have a amanzing indian food.,40,51,indian food,positive
59,2599,The place is so cool and the service is prompt and curtious.,29,36,service,positive
60,2599,The place is so cool and the service is prompt and curtious.,4,9,place,positive
61,673,At the end you're left with a mild broth with noodles that you can slurp out of a cup.,35,53,broth with noodles,positive
62,648,I just wonder how you can have such a delicious meal for such little money.,48,52,meal,positive
63,648,I just wonder how you can have such a delicious meal for such little money.,69,74,money,positive
64,863,The food was delicious but do not come here on a empty stomach.,4,8,food,conflict
65,1623,The wine list is excellent.,4,13,wine list,positive
66,430,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",84,93,Thai food,positive
67,1101,They wouldnt even let me finish my glass of wine before offering another.,35,48,glass of wine,neutral
68,324,"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",75,83,specials,neutral
69,2783,This is a consistently great place to dine for lunch or dinner.,47,52,lunch,neutral
70,2783,This is a consistently great place to dine for lunch or dinner.,56,62,dinner,neutral
71,2783,This is a consistently great place to dine for lunch or dinner.,38,42,dine,positive
72,2983,"Nice atmosphere, the service was very pleasant and the desert was good.",5,15,atmosphere,positive
73,2983,"Nice atmosphere, the service was very pleasant and the desert was good.",21,28,service,positive
74,2983,"Nice atmosphere, the service was very pleasant and the desert was good.",55,61,desert,positive
75,627,After really enjoying ourselves at the bar we sat down at a table and had dinner.,39,42,bar,positive
76,627,After really enjoying ourselves at the bar we sat down at a table and had dinner.,60,65,table,neutral
77,627,After really enjoying ourselves at the bar we sat down at a table and had dinner.,74,80,dinner,neutral
78,3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",9,16,service,positive
79,3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",28,32,food,positive
80,3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",52,62,atmosphere,positive
81,3219,"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",67,78,environment,positive
82,2787,Try the lasagnette appetizer.,8,28,lasagnette appetizer,positive
83,604,I liked the beer selection!,12,26,beer selection,positive
84,2911,"Great food, good size menu, great service and an unpretensious setting.",6,10,food,positive
85,2911,"Great food, good size menu, great service and an unpretensious setting.",22,26,menu,positive
86,2911,"Great food, good size menu, great service and an unpretensious setting.",34,41,service,positive
87,2911,"Great food, good size menu, great service and an unpretensious setting.",63,70,setting,positive
88,3074,Go here for a romantic dinner but not for an all out wow dining experience.,23,29,dinner,positive
89,3074,Go here for a romantic dinner but not for an all out wow dining experience.,57,63,dining,positive
90,1074,I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,17,21,Dosa,neutral
91,912,Wine list selection is good and wine-by-the-glass was generously filled to the top.,0,19,Wine list selection,positive
92,912,Wine list selection is good and wine-by-the-glass was generously filled to the top.,32,49,wine-by-the-glass,positive
93,728,"With the great variety on the menu , I eat here often and never get bored .",30,34,menu,positive
94,2925,The menu is very limited - i think we counted 4 or 5 entrees.,4,8,menu,negative
95,2925,The menu is very limited - i think we counted 4 or 5 entrees.,53,60,entrees,negative
96,3436,The menu is limited but almost all of the dishes are excellent.,4,8,menu,negative
97,3436,The menu is limited but almost all of the dishes are excellent.,42,48,dishes,positive
98,3273,Not too crazy about their sake martini.,26,38,sake martini,negative
99,1215,"Great bagels, spreads and a good place to hang out in.",6,12,bagels,positive
100,1215,"Great bagels, spreads and a good place to hang out in.",14,21,spreads,positive
101,183,"The service varys from day to day- sometimes they're very nice, and sometimes not.",4,11,service,conflict
102,282,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,90,95,table,neutral
103,3249,"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",19,23,food,positive
104,3207,We always have a delicious meal and always leave feeling satisfied.,27,31,meal,positive
105,672,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",8,19,ingredients,neutral
106,672,"Dip the ingredients in with your chopsticks, swirl them around, and eat.",33,43,chopsticks,neutral
107,2972,First went here to enjoy their garden terrace.,31,45,garden terrace,positive
108,1755,The pizza was pretty good and huge.,4,9,pizza,positive
109,2277,"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",4,11,cuisine,neutral
110,3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,50,60,atmosphere,positive
111,3155,They are often crowded on the weekends but they are efficient and accurate with their service.,86,93,service,positive
112,3155,They are often crowded on the weekends but they are efficient and accurate with their service.,15,22,crowded,negative
113,1688,All my co-workers were amazed at how small the dish was.,47,51,dish,negative
114,598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",4,14,atmosphere,positive
115,598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",34,41,service,positive
116,598,"The atmosphere is unheralded, the service impecible, and the food magnificant.",61,65,food,positive
117,2926,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",24,40,grilled branzino,negative
118,3083,"The wait staff is friendly, and the food has gotten better and better!",4,14,wait staff,positive
119,3083,"The wait staff is friendly, and the food has gotten better and better!",36,40,food,positive
120,2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",44,48,vibe,positive
121,2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",76,87,French food,positive
122,2977,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",16,22,packed,negative
123,2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,64,69,pizza,positive
124,2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,48,53,place,positive
125,2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,25,41,pre-theater menu,positive
126,1383,I also ordered for delivery and the restaurant forgot half the order.,19,27,delivery,negative
127,1383,I also ordered for delivery and the restaurant forgot half the order.,63,68,order,negative
128,892,Our server checked on us maybe twice during the entire meal.,4,10,server,negative
129,892,Our server checked on us maybe twice during the entire meal.,55,59,meal,neutral
130,2936,The strong scents coming from the left and right of me negatively affected my taste buds.,11,17,scents,negative
131,3423,We had the lobster sandwich and it was FANTASTIC.,11,27,lobster sandwich,positive
132,1197,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",143,148,check,negative
133,2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",11,22,Spider Roll,conflict
134,2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",124,129,price,positive
135,2274,"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",67,77,shell crab,positive
136,2804,Deep Fried Skewers are good and still rare to find in NYC.,0,18,Deep Fried Skewers,positive
137,194,"I have tried to make reservations, but both times, the hostess didn't have my name.",21,33,reservations,neutral
138,194,"I have tried to make reservations, but both times, the hostess didn't have my name.",55,62,hostess,negative
139,148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,21,32,rice dishes,positive
140,148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,63,85,congee (rice porridge),positive
141,2747,Their tuna tartar appetizer is to die for.,6,27,tuna tartar appetizer,positive
142,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",25,29,Food,conflict
143,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",114,118,chef,positive
144,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",186,197,fish dishes,positive
145,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",202,207,soups,positive
146,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",134,141,kitchen,positive
147,856,"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",104,111,cuisine,positive
148,2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",12,16,wine,positive
149,2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",42,53,french fare,positive
150,2033,"If you love wine and cheese and delicious french fare, you'll love Artisanal!",21,27,cheese,positive
151,1402,I love Indian food and consider myself to be quite an expert on it.,7,18,Indian food,positive
152,439,Some baby pizzas get their wish.,5,16,baby pizzas,neutral
153,2053,Overall A oh ya even though there is waiting it is deff worth it,37,44,waiting,negative
154,3316,The lava cake dessert was incredible and I recommend it.,4,21,lava cake dessert,positive
155,433,VT is what baby pizzas hope to be when they grow up.,11,22,baby pizzas,neutral
156,738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",18,25,service,negative
157,738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",40,44,food,negative
158,738,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",81,89,managers,negative
159,1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,80,84,food,positive
160,1549,Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,152,156,food,positive
161,1798,The last time I went we were seated at a table in a corridor next to the kitchen.,41,46,table,negative
162,2941,good selection of wines ranging from affordable to high end.,5,23,selection of wines,positive
163,362,"Nice restaurant overall, with classic upscale Italian decor.",46,59,Italian decor,positive
164,2921,Not impressed with the food.,23,27,food,negative
165,1909,The entire dining experience was wonderful!,11,28,dining experience,positive
166,1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,4,18,wine selection,positive
167,1878,The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,101,112,reservation,neutral
168,858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,0,7,Service,positive
169,858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,91,97,maitre,positive
170,858,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,71,82,reservation,negative
171,3376,"Order the panang duck, it's fantastic.",10,21,panang duck,positive
172,173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",0,4,Food,conflict
173,173,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",76,90,raw vegatables,negative
174,1836,"Other than the crappy service from two individuals, it's great.",22,29,service,negative
175,1404,They have authentic Indian at amazin prices.,20,26,Indian,positive
176,1404,They have authentic Indian at amazin prices.,37,43,prices,positive
177,1819,Ambiance- relaxed and stylish.,0,8,Ambiance,positive
178,2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",30,40,BBQ Salmon,positive
179,2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",42,50,Sea Bass,positive
180,2639,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",55,66,Crispy Duck,positive
181,1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",20,31,ingredients,positive
182,1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",48,59,ingredients,positive
183,1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",80,85,pizza,negative
184,1474,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",122,127,crust,neutral
185,2059,and yes Dal Bukhara is so dam good and so are all the kababs.,54,60,kababs,positive
186,2059,and yes Dal Bukhara is so dam good and so are all the kababs.,8,19,Dal Bukhara,positive
187,926,I look forward to eating here again,18,24,eating,positive
188,2385,I've been coming here as a child and always come back for the taste.,62,67,taste,positive
189,2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,99,103,meal,positive
190,2498,Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,114,119,price,positive
191,2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",29,46,glass of prosecco,positive
192,2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",56,63,mussels,positive
193,2469,"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",2,25,glass of Leaping Lizard,positive
194,567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",0,4,Food,neutral
195,567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",21,33,creme brulee,negative
196,567,"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",50,55,sugar,negative
197,3517,The food always tastes fresh and served promptly.,4,8,food,positive
198,3517,The food always tastes fresh and served promptly.,33,39,served,positive
199,1599,The pizza here is delicious.,4,9,pizza,positive
200,2548,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",0,5,Pizza,positive
